l,one,two
1,data_speech_commands_v0.02/off/6fb3d5a7_off_0.wav,data_speech_commands_v0.02/off/6fb3d5a7_off_3.wav
0,data_speech_commands_v0.02/off/6fb3d5a7_off_0.wav,data_speech_commands_v0.02/forward/98ea0818_forward_1.wav
0,data_speech_commands_v0.02/off/6fb3d5a7_off_0.wav,data_speech_commands_v0.02/three/bc065a17_three_3.wav
1,data_speech_commands_v0.02/off/ef3367d9_off_0.wav,data_speech_commands_v0.02/follow/ef3367d9_follow_3.wav
1,data_speech_commands_v0.02/off/ef3367d9_off_0.wav,data_speech_commands_v0.02/up/ef3367d9_up_0.wav
0,data_speech_commands_v0.02/off/ef3367d9_off_0.wav,data_speech_commands_v0.02/stop/5c39594f_stop_1.wav
0,data_speech_commands_v0.02/off/ef3367d9_off_0.wav,data_speech_commands_v0.02/left/c7dc7278_left_3.wav
1,data_speech_commands_v0.02/off/de3fe344_off_0.wav,data_speech_commands_v0.02/stop/de3fe344_stop_3.wav
1,data_speech_commands_v0.02/off/de3fe344_off_0.wav,data_speech_commands_v0.02/go/de3fe344_go_3.wav
0,data_speech_commands_v0.02/off/de3fe344_off_0.wav,data_speech_commands_v0.02/one/0a2b400e_one_2.wav
0,data_speech_commands_v0.02/off/de3fe344_off_0.wav,data_speech_commands_v0.02/nine/fd5ccd39_nine_2.wav
1,data_speech_commands_v0.02/off/f575faf3_off_0.wav,data_speech_commands_v0.02/go/f575faf3_go_1.wav
1,data_speech_commands_v0.02/off/f575faf3_off_0.wav,data_speech_commands_v0.02/off/f575faf3_off_2.wav
0,data_speech_commands_v0.02/off/f575faf3_off_0.wav,data_speech_commands_v0.02/wow/5628d7b7_wow_2.wav
0,data_speech_commands_v0.02/off/f575faf3_off_0.wav,data_speech_commands_v0.02/no/8b25410a_no_3.wav
1,data_speech_commands_v0.02/off/d962e5ac_off_0.wav,data_speech_commands_v0.02/on/d962e5ac_on_2.wav
1,data_speech_commands_v0.02/off/d962e5ac_off_0.wav,data_speech_commands_v0.02/no/d962e5ac_no_3.wav
0,data_speech_commands_v0.02/off/d962e5ac_off_0.wav,data_speech_commands_v0.02/eight/b9515bf3_eight_1.wav
0,data_speech_commands_v0.02/off/d962e5ac_off_0.wav,data_speech_commands_v0.02/three/39833acb_three_1.wav
1,data_speech_commands_v0.02/off/dca2797e_off_0.wav,data_speech_commands_v0.02/three/dca2797e_three_2.wav
1,data_speech_commands_v0.02/off/dca2797e_off_0.wav,data_speech_commands_v0.02/one/dca2797e_one_2.wav
0,data_speech_commands_v0.02/off/dca2797e_off_0.wav,data_speech_commands_v0.02/stop/893705bb_stop_13.wav
0,data_speech_commands_v0.02/off/dca2797e_off_0.wav,data_speech_commands_v0.02/sheila/f2dd248e_sheila_3.wav
1,data_speech_commands_v0.02/off/ccca5655_off_0.wav,data_speech_commands_v0.02/down/ccca5655_down_0.wav
1,data_speech_commands_v0.02/off/ccca5655_off_0.wav,data_speech_commands_v0.02/four/ccca5655_four_2.wav
0,data_speech_commands_v0.02/off/ccca5655_off_0.wav,data_speech_commands_v0.02/down/6f2f57c1_down_1.wav
0,data_speech_commands_v0.02/off/ccca5655_off_0.wav,data_speech_commands_v0.02/zero/36050ef3_zero_3.wav
1,data_speech_commands_v0.02/off/c120e80e_off_0.wav,data_speech_commands_v0.02/one/c120e80e_one_0.wav
1,data_speech_commands_v0.02/off/c120e80e_off_0.wav,data_speech_commands_v0.02/four/c120e80e_four_0.wav
0,data_speech_commands_v0.02/off/c120e80e_off_0.wav,data_speech_commands_v0.02/cat/6414258b_cat_2.wav
0,data_speech_commands_v0.02/off/c120e80e_off_0.wav,data_speech_commands_v0.02/go/27c24504_go_1.wav
1,data_speech_commands_v0.02/off/28ed6bc9_off_0.wav,data_speech_commands_v0.02/one/28ed6bc9_one_1.wav
1,data_speech_commands_v0.02/off/28ed6bc9_off_0.wav,data_speech_commands_v0.02/off/28ed6bc9_off_0.wav
0,data_speech_commands_v0.02/off/28ed6bc9_off_0.wav,data_speech_commands_v0.02/no/eb3f7d82_no_2.wav
0,data_speech_commands_v0.02/off/28ed6bc9_off_0.wav,data_speech_commands_v0.02/down/27c24504_down_2.wav
1,data_speech_commands_v0.02/off/37dca74f_off_0.wav,data_speech_commands_v0.02/stop/37dca74f_stop_0.wav
1,data_speech_commands_v0.02/off/37dca74f_off_0.wav,data_speech_commands_v0.02/two/37dca74f_two_0.wav
0,data_speech_commands_v0.02/off/37dca74f_off_0.wav,data_speech_commands_v0.02/nine/10ace7eb_nine_2.wav
0,data_speech_commands_v0.02/off/37dca74f_off_0.wav,data_speech_commands_v0.02/zero/87070229_zero_2.wav
1,data_speech_commands_v0.02/wow/cc592808_wow_0.wav,data_speech_commands_v0.02/bed/cc592808_bed_2.wav
1,data_speech_commands_v0.02/wow/cc592808_wow_0.wav,data_speech_commands_v0.02/wow/cc592808_wow_1.wav
0,data_speech_commands_v0.02/wow/cc592808_wow_0.wav,data_speech_commands_v0.02/nine/cd7f8c1b_nine_2.wav
0,data_speech_commands_v0.02/wow/cc592808_wow_0.wav,data_speech_commands_v0.02/one/c50f55b8_one_0.wav
1,data_speech_commands_v0.02/wow/0bde966a_wow_0.wav,data_speech_commands_v0.02/wow/0bde966a_wow_3.wav
1,data_speech_commands_v0.02/wow/0bde966a_wow_0.wav,data_speech_commands_v0.02/wow/0bde966a_wow_1.wav
0,data_speech_commands_v0.02/wow/0bde966a_wow_0.wav,data_speech_commands_v0.02/four/5b09db89_four_3.wav
0,data_speech_commands_v0.02/wow/0bde966a_wow_0.wav,data_speech_commands_v0.02/visual/4c6167ca_visual_1.wav
1,data_speech_commands_v0.02/wow/92b2bf59_wow_0.wav,data_speech_commands_v0.02/wow/92b2bf59_wow_0.wav
1,data_speech_commands_v0.02/wow/92b2bf59_wow_0.wav,data_speech_commands_v0.02/house/92b2bf59_nohash_2.wav
0,data_speech_commands_v0.02/wow/92b2bf59_wow_0.wav,data_speech_commands_v0.02/seven/050170cb_seven_2.wav
0,data_speech_commands_v0.02/wow/92b2bf59_wow_0.wav,data_speech_commands_v0.02/left/39afb88e_left_0.wav
1,data_speech_commands_v0.02/wow/b00c4c53_wow_0.wav,data_speech_commands_v0.02/wow/b00c4c53_wow_0.wav
1,data_speech_commands_v0.02/wow/b00c4c53_wow_0.wav,data_speech_commands_v0.02/wow/b00c4c53_wow_1.wav
0,data_speech_commands_v0.02/wow/b00c4c53_wow_0.wav,data_speech_commands_v0.02/eight/1acc97de_eight_0.wav
0,data_speech_commands_v0.02/wow/b00c4c53_wow_0.wav,data_speech_commands_v0.02/go/b29f8b23_go_0.wav
1,data_speech_commands_v0.02/wow/7799c9cd_wow_0.wav,data_speech_commands_v0.02/house/7799c9cd_nohash_1.wav
1,data_speech_commands_v0.02/wow/7799c9cd_wow_0.wav,data_speech_commands_v0.02/wow/7799c9cd_wow_0.wav
0,data_speech_commands_v0.02/wow/7799c9cd_wow_0.wav,data_speech_commands_v0.02/five/7e7ca854_five_1.wav
0,data_speech_commands_v0.02/wow/7799c9cd_wow_0.wav,data_speech_commands_v0.02/go/e882abb2_go_1.wav
1,data_speech_commands_v0.02/wow/7ca023e2_wow_0.wav,data_speech_commands_v0.02/wow/7ca023e2_wow_3.wav
1,data_speech_commands_v0.02/wow/7ca023e2_wow_0.wav,data_speech_commands_v0.02/wow/7ca023e2_wow_1.wav
0,data_speech_commands_v0.02/wow/7ca023e2_wow_0.wav,data_speech_commands_v0.02/go/617de221_go_2.wav
0,data_speech_commands_v0.02/wow/7ca023e2_wow_0.wav,data_speech_commands_v0.02/yes/ff4ed4f3_yes_2.wav
1,data_speech_commands_v0.02/wow/b6573c88_wow_0.wav,data_speech_commands_v0.02/wow/b6573c88_wow_3.wav
1,data_speech_commands_v0.02/wow/b6573c88_wow_0.wav,data_speech_commands_v0.02/wow/b6573c88_wow_1.wav
0,data_speech_commands_v0.02/wow/b6573c88_wow_0.wav,data_speech_commands_v0.02/go/017c4098_go_0.wav
0,data_speech_commands_v0.02/wow/b6573c88_wow_0.wav,data_speech_commands_v0.02/one/f5626af6_one_1.wav
1,data_speech_commands_v0.02/wow/62641b88_wow_0.wav,data_speech_commands_v0.02/wow/62641b88_wow_0.wav
1,data_speech_commands_v0.02/wow/62641b88_wow_0.wav,data_speech_commands_v0.02/wow/62641b88_wow_2.wav
0,data_speech_commands_v0.02/wow/62641b88_wow_0.wav,data_speech_commands_v0.02/go/322d17d3_go_1.wav
0,data_speech_commands_v0.02/wow/62641b88_wow_0.wav,data_speech_commands_v0.02/visual/978240e1_visual_2.wav
1,data_speech_commands_v0.02/wow/893705bb_wow_0.wav,data_speech_commands_v0.02/up/893705bb_up_10.wav
1,data_speech_commands_v0.02/wow/893705bb_wow_0.wav,data_speech_commands_v0.02/seven/893705bb_seven_3.wav
0,data_speech_commands_v0.02/wow/893705bb_wow_0.wav,data_speech_commands_v0.02/zero/62f05757_zero_0.wav
0,data_speech_commands_v0.02/wow/893705bb_wow_0.wav,data_speech_commands_v0.02/right/39833acb_right_1.wav
1,data_speech_commands_v0.02/wow/5628d7b7_wow_0.wav,data_speech_commands_v0.02/wow/5628d7b7_wow_2.wav
1,data_speech_commands_v0.02/wow/5628d7b7_wow_0.wav,data_speech_commands_v0.02/wow/5628d7b7_wow_2.wav
0,data_speech_commands_v0.02/wow/5628d7b7_wow_0.wav,data_speech_commands_v0.02/eight/a045368c_eight_3.wav
0,data_speech_commands_v0.02/wow/5628d7b7_wow_0.wav,data_speech_commands_v0.02/right/9886d8bf_right_2.wav
1,data_speech_commands_v0.02/wow/34805883_wow_0.wav,data_speech_commands_v0.02/wow/34805883_wow_0.wav
1,data_speech_commands_v0.02/wow/34805883_wow_0.wav,data_speech_commands_v0.02/wow/34805883_wow_1.wav
0,data_speech_commands_v0.02/wow/34805883_wow_0.wav,data_speech_commands_v0.02/seven/513aeddf_seven_3.wav
0,data_speech_commands_v0.02/wow/34805883_wow_0.wav,data_speech_commands_v0.02/left/5c39594f_left_3.wav
1,data_speech_commands_v0.02/wow/eb6dab4a_wow_0.wav,data_speech_commands_v0.02/wow/eb6dab4a_wow_0.wav
1,data_speech_commands_v0.02/wow/eb6dab4a_wow_0.wav,data_speech_commands_v0.02/wow/eb6dab4a_wow_3.wav
0,data_speech_commands_v0.02/wow/eb6dab4a_wow_0.wav,data_speech_commands_v0.02/four/c6ee87a7_four_3.wav
0,data_speech_commands_v0.02/wow/eb6dab4a_wow_0.wav,data_speech_commands_v0.02/learn/ca4912b6_learn_2.wav
1,data_speech_commands_v0.02/wow/5f47fdf9_wow_0.wav,data_speech_commands_v0.02/seven/5f47fdf9_seven_1.wav
1,data_speech_commands_v0.02/wow/5f47fdf9_wow_0.wav,data_speech_commands_v0.02/seven/5f47fdf9_seven_3.wav
0,data_speech_commands_v0.02/wow/5f47fdf9_wow_0.wav,data_speech_commands_v0.02/forward/a04817c2_forward_2.wav
0,data_speech_commands_v0.02/wow/5f47fdf9_wow_0.wav,data_speech_commands_v0.02/eight/7211390b_eight_2.wav
1,data_speech_commands_v0.02/wow/a1a59b72_wow_0.wav,data_speech_commands_v0.02/wow/a1a59b72_wow_2.wav
1,data_speech_commands_v0.02/wow/a1a59b72_wow_0.wav,data_speech_commands_v0.02/wow/a1a59b72_wow_0.wav
0,data_speech_commands_v0.02/wow/a1a59b72_wow_0.wav,data_speech_commands_v0.02/up/61e2f74f_up_0.wav
0,data_speech_commands_v0.02/wow/a1a59b72_wow_0.wav,data_speech_commands_v0.02/six/ab9b93e4_six_3.wav
1,data_speech_commands_v0.02/zero/f9643d42_zero_0.wav,data_speech_commands_v0.02/left/f9643d42_left_3.wav
1,data_speech_commands_v0.02/zero/f9643d42_zero_0.wav,data_speech_commands_v0.02/learn/f9643d42_learn_1.wav
0,data_speech_commands_v0.02/zero/f9643d42_zero_0.wav,data_speech_commands_v0.02/bed/652b3da7_bed_2.wav
0,data_speech_commands_v0.02/zero/f9643d42_zero_0.wav,data_speech_commands_v0.02/yes/321aba74_yes_1.wav
1,data_speech_commands_v0.02/zero/837a0f64_zero_0.wav,data_speech_commands_v0.02/nine/837a0f64_nine_1.wav
1,data_speech_commands_v0.02/zero/837a0f64_zero_0.wav,data_speech_commands_v0.02/one/837a0f64_one_3.wav
0,data_speech_commands_v0.02/zero/837a0f64_zero_0.wav,data_speech_commands_v0.02/one/3589bc72_one_1.wav
0,data_speech_commands_v0.02/zero/837a0f64_zero_0.wav,data_speech_commands_v0.02/left/0cb74144_left_0.wav
1,data_speech_commands_v0.02/zero/333784b7_zero_0.wav,data_speech_commands_v0.02/zero/333784b7_zero_0.wav
1,data_speech_commands_v0.02/zero/333784b7_zero_0.wav,data_speech_commands_v0.02/go/333784b7_go_3.wav
0,data_speech_commands_v0.02/zero/333784b7_zero_0.wav,data_speech_commands_v0.02/right/837a0f64_right_0.wav
0,data_speech_commands_v0.02/zero/333784b7_zero_0.wav,data_speech_commands_v0.02/two/1dc86f91_two_0.wav
1,data_speech_commands_v0.02/zero/0fa1e7a9_zero_0.wav,data_speech_commands_v0.02/zero/0fa1e7a9_zero_0.wav
1,data_speech_commands_v0.02/zero/0fa1e7a9_zero_0.wav,data_speech_commands_v0.02/zero/0fa1e7a9_zero_2.wav
0,data_speech_commands_v0.02/zero/0fa1e7a9_zero_0.wav,data_speech_commands_v0.02/seven/92a9c5e6_seven_3.wav
0,data_speech_commands_v0.02/zero/0fa1e7a9_zero_0.wav,data_speech_commands_v0.02/right/d5b963aa_right_3.wav
1,data_speech_commands_v0.02/zero/742d6431_zero_0.wav,data_speech_commands_v0.02/four/742d6431_four_0.wav
1,data_speech_commands_v0.02/zero/742d6431_zero_0.wav,data_speech_commands_v0.02/six/742d6431_six_1.wav
0,data_speech_commands_v0.02/zero/742d6431_zero_0.wav,data_speech_commands_v0.02/down/96a48d28_down_3.wav
0,data_speech_commands_v0.02/zero/742d6431_zero_0.wav,data_speech_commands_v0.02/down/0d6d7360_down_1.wav
1,data_speech_commands_v0.02/zero/cfbedff9_zero_0.wav,data_speech_commands_v0.02/on/cfbedff9_on_2.wav
1,data_speech_commands_v0.02/zero/cfbedff9_zero_0.wav,data_speech_commands_v0.02/yes/cfbedff9_yes_2.wav
0,data_speech_commands_v0.02/zero/cfbedff9_zero_0.wav,data_speech_commands_v0.02/down/735845ab_down_2.wav
0,data_speech_commands_v0.02/zero/cfbedff9_zero_0.wav,data_speech_commands_v0.02/learn/235b444f_learn_0.wav
1,data_speech_commands_v0.02/zero/73f20b00_zero_0.wav,data_speech_commands_v0.02/nine/73f20b00_nine_0.wav
1,data_speech_commands_v0.02/zero/73f20b00_zero_0.wav,data_speech_commands_v0.02/two/73f20b00_two_3.wav
0,data_speech_commands_v0.02/zero/73f20b00_zero_0.wav,data_speech_commands_v0.02/yes/4e6902d0_yes_0.wav
0,data_speech_commands_v0.02/zero/73f20b00_zero_0.wav,data_speech_commands_v0.02/off/24befdb3_off_0.wav
1,data_speech_commands_v0.02/zero/5a5721f8_zero_0.wav,data_speech_commands_v0.02/off/5a5721f8_off_0.wav
1,data_speech_commands_v0.02/zero/5a5721f8_zero_0.wav,data_speech_commands_v0.02/up/5a5721f8_up_0.wav
0,data_speech_commands_v0.02/zero/5a5721f8_zero_0.wav,data_speech_commands_v0.02/down/18e910f4_down_1.wav
0,data_speech_commands_v0.02/zero/5a5721f8_zero_0.wav,data_speech_commands_v0.02/two/6565a81d_two_3.wav
1,data_speech_commands_v0.02/zero/d9aa8c90_zero_0.wav,data_speech_commands_v0.02/right/d9aa8c90_right_2.wav
1,data_speech_commands_v0.02/zero/d9aa8c90_zero_0.wav,data_speech_commands_v0.02/stop/d9aa8c90_stop_3.wav
0,data_speech_commands_v0.02/zero/d9aa8c90_zero_0.wav,data_speech_commands_v0.02/backward/2e75d37a_backward_0.wav
0,data_speech_commands_v0.02/zero/d9aa8c90_zero_0.wav,data_speech_commands_v0.02/right/742d6431_right_0.wav
1,data_speech_commands_v0.02/zero/f8ba7c0e_zero_0.wav,data_speech_commands_v0.02/six/f8ba7c0e_six_3.wav
1,data_speech_commands_v0.02/zero/f8ba7c0e_zero_0.wav,data_speech_commands_v0.02/learn/f8ba7c0e_learn_0.wav
0,data_speech_commands_v0.02/zero/f8ba7c0e_zero_0.wav,data_speech_commands_v0.02/down/81332c92_down_2.wav
0,data_speech_commands_v0.02/zero/f8ba7c0e_zero_0.wav,data_speech_commands_v0.02/on/9448c397_on_2.wav
1,data_speech_commands_v0.02/zero/b66f4f93_zero_0.wav,data_speech_commands_v0.02/off/b66f4f93_off_1.wav
1,data_speech_commands_v0.02/zero/b66f4f93_zero_0.wav,data_speech_commands_v0.02/right/b66f4f93_right_1.wav
0,data_speech_commands_v0.02/zero/b66f4f93_zero_0.wav,data_speech_commands_v0.02/five/28ed6bc9_five_0.wav
0,data_speech_commands_v0.02/zero/b66f4f93_zero_0.wav,data_speech_commands_v0.02/down/87070229_down_0.wav
1,data_speech_commands_v0.02/zero/4bc2c2c5_zero_0.wav,data_speech_commands_v0.02/seven/4bc2c2c5_seven_0.wav
1,data_speech_commands_v0.02/zero/4bc2c2c5_zero_0.wav,data_speech_commands_v0.02/zero/4bc2c2c5_zero_3.wav
0,data_speech_commands_v0.02/zero/4bc2c2c5_zero_0.wav,data_speech_commands_v0.02/down/6565a81d_down_3.wav
0,data_speech_commands_v0.02/zero/4bc2c2c5_zero_0.wav,data_speech_commands_v0.02/three/6ace4fe1_three_1.wav
1,data_speech_commands_v0.02/zero/d3831f6a_zero_0.wav,data_speech_commands_v0.02/down/d3831f6a_down_0.wav
1,data_speech_commands_v0.02/zero/d3831f6a_zero_0.wav,data_speech_commands_v0.02/backward/d3831f6a_backward_2.wav
0,data_speech_commands_v0.02/zero/d3831f6a_zero_0.wav,data_speech_commands_v0.02/four/234d6a48_four_3.wav
0,data_speech_commands_v0.02/zero/d3831f6a_zero_0.wav,data_speech_commands_v0.02/on/0ba018fc_on_3.wav
1,data_speech_commands_v0.02/zero/435695e3_zero_0.wav,data_speech_commands_v0.02/stop/435695e3_stop_0.wav
1,data_speech_commands_v0.02/zero/435695e3_zero_0.wav,data_speech_commands_v0.02/eight/435695e3_eight_2.wav
0,data_speech_commands_v0.02/zero/435695e3_zero_0.wav,data_speech_commands_v0.02/seven/5c39594f_seven_0.wav
0,data_speech_commands_v0.02/zero/435695e3_zero_0.wav,data_speech_commands_v0.02/yes/e7bcee8a_yes_0.wav
1,data_speech_commands_v0.02/dog/dec73123_dog_0.wav,data_speech_commands_v0.02/dog/dec73123_dog_0.wav
1,data_speech_commands_v0.02/dog/dec73123_dog_0.wav,data_speech_commands_v0.02/dog/dec73123_dog_3.wav
0,data_speech_commands_v0.02/dog/dec73123_dog_0.wav,data_speech_commands_v0.02/stop/9aa21fa9_stop_3.wav
0,data_speech_commands_v0.02/dog/dec73123_dog_0.wav,data_speech_commands_v0.02/follow/a55105d0_follow_2.wav
1,data_speech_commands_v0.02/dog/f428ca69_dog_0.wav,data_speech_commands_v0.02/left/f428ca69_left_1.wav
1,data_speech_commands_v0.02/dog/f428ca69_dog_0.wav,data_speech_commands_v0.02/left/f428ca69_left_0.wav
0,data_speech_commands_v0.02/dog/f428ca69_dog_0.wav,data_speech_commands_v0.02/two/c39703ec_two_1.wav
0,data_speech_commands_v0.02/dog/f428ca69_dog_0.wav,data_speech_commands_v0.02/zero/0a196374_zero_2.wav
1,data_speech_commands_v0.02/dog/11a022ba_dog_0.wav,data_speech_commands_v0.02/dog/11a022ba_dog_0.wav
1,data_speech_commands_v0.02/dog/11a022ba_dog_0.wav,data_speech_commands_v0.02/dog/11a022ba_dog_1.wav
0,data_speech_commands_v0.02/dog/11a022ba_dog_0.wav,data_speech_commands_v0.02/zero/a1e71565_zero_2.wav
0,data_speech_commands_v0.02/dog/11a022ba_dog_0.wav,data_speech_commands_v0.02/four/f568162b_four_2.wav
1,data_speech_commands_v0.02/dog/cc2f1a85_dog_0.wav,data_speech_commands_v0.02/dog/cc2f1a85_dog_0.wav
1,data_speech_commands_v0.02/dog/cc2f1a85_dog_0.wav,data_speech_commands_v0.02/dog/cc2f1a85_dog_3.wav
0,data_speech_commands_v0.02/dog/cc2f1a85_dog_0.wav,data_speech_commands_v0.02/one/3bb68054_one_2.wav
0,data_speech_commands_v0.02/dog/cc2f1a85_dog_0.wav,data_speech_commands_v0.02/yes/2aca1e72_yes_1.wav
1,data_speech_commands_v0.02/dog/a591c2ea_dog_0.wav,data_speech_commands_v0.02/dog/a591c2ea_dog_2.wav
1,data_speech_commands_v0.02/dog/a591c2ea_dog_0.wav,data_speech_commands_v0.02/dog/a591c2ea_dog_0.wav
0,data_speech_commands_v0.02/dog/a591c2ea_dog_0.wav,data_speech_commands_v0.02/off/dea820ce_off_3.wav
0,data_speech_commands_v0.02/dog/a591c2ea_dog_0.wav,data_speech_commands_v0.02/zero/96d8bb6f_zero_0.wav
1,data_speech_commands_v0.02/dog/f9273a21_dog_0.wav,data_speech_commands_v0.02/dog/f9273a21_dog_0.wav
1,data_speech_commands_v0.02/dog/f9273a21_dog_0.wav,data_speech_commands_v0.02/three/f9273a21_three_3.wav
0,data_speech_commands_v0.02/dog/f9273a21_dog_0.wav,data_speech_commands_v0.02/no/324210dd_no_1.wav
0,data_speech_commands_v0.02/dog/f9273a21_dog_0.wav,data_speech_commands_v0.02/learn/08ab231c_learn_2.wav
1,data_speech_commands_v0.02/dog/66cbe2b3_dog_0.wav,data_speech_commands_v0.02/dog/66cbe2b3_dog_0.wav
1,data_speech_commands_v0.02/dog/66cbe2b3_dog_0.wav,data_speech_commands_v0.02/up/66cbe2b3_up_3.wav
0,data_speech_commands_v0.02/dog/66cbe2b3_dog_0.wav,data_speech_commands_v0.02/zero/679463fc_zero_1.wav
0,data_speech_commands_v0.02/dog/66cbe2b3_dog_0.wav,data_speech_commands_v0.02/on/408de0a4_on_2.wav
1,data_speech_commands_v0.02/dog/b15fc37d_dog_0.wav,data_speech_commands_v0.02/dog/b15fc37d_dog_2.wav
1,data_speech_commands_v0.02/dog/b15fc37d_dog_0.wav,data_speech_commands_v0.02/dog/b15fc37d_dog_2.wav
0,data_speech_commands_v0.02/dog/b15fc37d_dog_0.wav,data_speech_commands_v0.02/three/de3fe344_three_1.wav
0,data_speech_commands_v0.02/dog/b15fc37d_dog_0.wav,data_speech_commands_v0.02/two/94d370bf_two_0.wav
1,data_speech_commands_v0.02/dog/72be9202_dog_0.wav,data_speech_commands_v0.02/dog/72be9202_dog_2.wav
1,data_speech_commands_v0.02/dog/72be9202_dog_0.wav,data_speech_commands_v0.02/dog/72be9202_dog_2.wav
0,data_speech_commands_v0.02/dog/72be9202_dog_0.wav,data_speech_commands_v0.02/seven/eeaf97c3_seven_0.wav
0,data_speech_commands_v0.02/dog/72be9202_dog_0.wav,data_speech_commands_v0.02/on/d394ef8e_on_1.wav
1,data_speech_commands_v0.02/dog/51995cea_dog_0.wav,data_speech_commands_v0.02/dog/51995cea_dog_0.wav
1,data_speech_commands_v0.02/dog/51995cea_dog_0.wav,data_speech_commands_v0.02/dog/51995cea_dog_2.wav
0,data_speech_commands_v0.02/dog/51995cea_dog_0.wav,data_speech_commands_v0.02/learn/3291330e_learn_0.wav
0,data_speech_commands_v0.02/dog/51995cea_dog_0.wav,data_speech_commands_v0.02/visual/f8ba7c0e_visual_3.wav
1,data_speech_commands_v0.02/dog/6f7724f5_dog_0.wav,data_speech_commands_v0.02/dog/6f7724f5_dog_1.wav
1,data_speech_commands_v0.02/dog/6f7724f5_dog_0.wav,data_speech_commands_v0.02/dog/6f7724f5_dog_2.wav
0,data_speech_commands_v0.02/dog/6f7724f5_dog_0.wav,data_speech_commands_v0.02/no/ceef6d96_no_0.wav
0,data_speech_commands_v0.02/dog/6f7724f5_dog_0.wav,data_speech_commands_v0.02/four/eb3f7d82_four_1.wav
1,data_speech_commands_v0.02/dog/e7117d00_dog_0.wav,data_speech_commands_v0.02/seven/e7117d00_seven_3.wav
1,data_speech_commands_v0.02/dog/e7117d00_dog_0.wav,data_speech_commands_v0.02/seven/e7117d00_seven_1.wav
0,data_speech_commands_v0.02/dog/e7117d00_dog_0.wav,data_speech_commands_v0.02/zero/eb0676ec_zero_2.wav
